Catalog #,Title,Composer,Performer,Genre,Label,Date,Media Type,RPM,Comments
HSTR    4925,,,,,COLUMBIA RECORDS,1938,,,"CHOPIN: ETUDES, OP. 25. KILENYI, EDWARD (PIANIST). COLUMBIA MASTERWORKS SET M-473. UNKNOWN RPM. BLACK COVER AND SPINE WITH RED AND WHITE DOTS. 2 CARDBOARD INSERTS. COPIES OF KILENYI'S NEWSPAPER REVIEWS GLUED INSIDE COVERS. a-ALBUM, b-d-DISCS, e-f-CARDBOARD INSERTS. CONTAINED #4926 (HANDBILL). SEE CATALOG FOLDER. EDGES AND CORNERS WORN."
HSTR    4927,,,,,COLUMBIA RECORDS,1942,,,"CHOPIN: CONCERTO NO. 1 IN E MINOR FOR PIANO AND ORCHESTRA. KILENYI, EDWARD (PIANIST) WITH THE MINNEAPOLIS SYMPHONY ORCHESTRA. MITROPOULOS, DIMITRI (CONDUCTOR). COLUMBIA MASTERWORKS SET M-515. UNKNOWN RPM. BLUE COVER AND BLUE CLOTH SPINE. a-ALBUM, b-e-DISCS, f-CARDBOARD INSERT. SPINE FADED. BLACK SMEARS AT BR OF COVER. SMALL TEAR AT BC, BACK."
HSTR    4928,,,,,RCA VICTOR,,,,"RESPIGHI: THE PINES...THE FOUNTAINS OF ROME. TOSCANINI, ARTURO AND THE NBC SYMPHONY ORCHESTRA. TOSCANINI, ARTURO (CONDUCTOR). RCA VICTOR LM-1768. 33.3 RPM. GREEN PHOTOGRAPH OF FOUNTAIN ON COVER. BOOKLET OF TEXT ATTACHED TO ALBUM. a-ALBUM, b-DISC, c-CARDBOARD INSERT. EDGES AND CORNERS WORN."
HSTR    4929,,,,,COLUMBIA RECORDS,,,,"MOZART: SERENADE IN G MAJOR (""EINE KLEINE NACHTMUSIK"") (MOZART). LONDON SYMPHONY ORCHESTRA. WEINGARTNER, FELIX (CONDUCTOR). COLUMBIA MASTERWORKS SET X-187. BLUE COVER WITH YELLOW AND WHITE DOTS. a-ALBUM, b-c-DISCS, d-CARDBOARD INSERT, e-BOOKLET. EDGES AND CORNERS WORN. SLEEVES FADED."
HSTR    4930,,,,,RCA VICTOR,,,,"BEETHOVEN: SYMPHONY NO.3 IN E-FLAT, OP.55 ""EROICA"" BOSTON SYMPHONY ORCHESTRA. KOUSSEVITZKY, SERGE (CONDUCTOR). RCA VICTOR DV 8. UNKNOWN RPM. RIBBED GREEN COVER WITH GILT PRINTING. BROWN CLOTH SPINE. a-ALBUM, b-g-DISCS, h-i-CARDBOARD INSERTS. COVERS FADED AT EDGES. EDGES AND CORNERS WORN."
HSTR    4931,,,,,COLUMBIA RECORDS,1939,,,"LISZT HUNGARIAN FANTASIA (FOR PIANO AND ORCHESTRA). KILENYI, EDWARD (PIANIST) AND THE GRAND ORCHESTRE PHILHARMONIQUE DE PARIS. MEYROWITZ, SELMAR (CONDUCTOR). COLUMBIA MASTERWORKS SET X-120. BLACK COVER WITH RED AND WHITE DOTS. COPIES OF KILENYI'S NEWSPAPER REVIEWS GLUED INSIDE COVERS. a-ALBUM, b-c-DISCS, d-CARDBOARD INSERT. CONTAINED #4932 (CATALOG). SEE CATALOG FOLDER. EDGES AND CORNERS WORN."
HSTR    4933,,,,,VICTOR RECORDS,,,,"CHOPIN: LES SYLPHIDES BALLET MUSIC. LONDON PHILHARMONIC ORCHESTRA. SARGENT, MALCOLM (CONDUCTOR). BROWN COVER WITH GILT PRINTING. BROWN CLOTH SPINE.  a-ALBUM, b-d-DISCS, e-f-CARDBOARD INSERTS. EDGES AND CORNERS WORN."
HSTR    4934,,,,,RCA VICTOR,,,,"CHOPIN FAVORITES. THE FIRST PIANO QUARTET. RCA VICTOR MO 1227. UNKNOWN RPM. BLUE COVER WITHPICTURE OF FOUR PIANOS. BLUE CLOTH SPINE. 3 DISCS. a-ALBUM, b-d-DISCS. EDGES AND CORNERS WORN."
HSTR    4935,,,,,RCA VICTOR,,,,"STRAUSS: ALBUM OF WALTZES BOSTON POPS ORCHESTRA. FIEDLER, ARTHUR (CONDUCTOR). RCA VICTOR M-445. NO RPM. GREEN FAUX LEATHER SPINE. GREEN TEXTURED COVER. a-ALBUM, b-f-DISCS. TOP OF SPINE PULLING AWAY."
HSTR    4936,,,,,ELECTRO-VOX STUDIOS,02/21/1946,,,"MAXWELL HOUSE COFFEE TIME BURNS, GEORGE AND GRACIE ALLEN (SPEAKERS) AND OTHERS. ELECTRO-VOX, 5546 MELROSE AVE., HOLLYWOOD. 78 RPM. BLACK SPINE. MAROON COVER WITH GOLD ""IN APPRECIATION/GRACIE ALLEN/GEORGE BURNS"". a-ALBUM, b-d-DISCS. CONTAINED #4937-4938 (LETTER AND SCRIPT)."
HSTR    4939,,,,,DECCA RECORDS,1945,,,"SONG OF NORWAY MEMBERS OF THE ORIGINAL NEW YORK CAST, WITH ORCHESTRA AND SINGING ENSEMBLE. KAY, ARTHUR (DIRECTOR). DECCA DA-382. NO RPM. BLACK SPINE. COVER HAS MOUNTAIN VILLAGE SCENE, LIST OF CAST AND SONGS. SLEEVE HAS ""THE DISC SHOP"" TAG. a-ALBUM, b-g-DISCS."
HSTR    4940,,,,,RCA VICTOR,,,,"TSCHAIKOWSKY: NUTCRACKER SUITE PHILADELPHIA ORCHESTRA. STOKOWSKI, LEOPOLD (CONDUCTOR). RCA VICTOR DM-265. NO RPM. BLACK SPINE. GREEN COVER. a-ALBUM, b-d-DISCS. CONTAINED #4941 (PROGRAM)."
HSTR    4942,,,,,COLUMBIA RECORDS,,,,"RAVEL: PIANO CONCERTO FOR THE LEFT HAND CASADESUS, ROBERT (PIANO). PHILADELPHIA ORCHESTRA. ORMANDY, EUGENE (CONDUCTOR). COLUMBIA MASTERWORKS MX-288. NO RPM. BLACK SPINE. RED AND YELLOW COVER. SLEEVE HAS ""THE DISC SHOP"" LABEL. a-ALBUM, b-c-DISCS, d-e-PADS."
HSTR    4943,,,,,RCA VICTOR,,,,"LAWRENCE TIBBETT PROGRAM TIBBETT, LAWRENCE (BARITONE) WITH ORCHESTRA. VARIOUS CONDUCTORS. RCA VICTOR M-1015. NO RPM. GREEN FAUX LEATHER SPINE. COVER HAS PICTURE OF HARP AND PLANT. a-ALBUM, b-e-DISCS."
HSTR    4944,,,,,RCA VICTOR,,,,"REUBKE: SONATA FOR ORGAN IN C MINOR ON THE 94TH PSALM BIGGS, E. POWER (ORGANIST) ON THE ORGAN IN MEMORIAL CHURCH, HARVARD UNIVERSITY. RCA VICTOR DM-961. NO RPM. MAROON SPINE. LIGHT BROWN COVER. a-ALBUM, b-d-DISCS."
HSTR    4945,,,,,RCA,,,,"HOLST: THE PLANETS SUITE, OP.32 BBC SYMPHONY ORCHESTRA. BOULT, SIR ADRIAN (CONDUCTOR). RCA VICTOR 2EA.10350. 78 RPM. BLUE UNMARKED COVER. DISC LABELS HAVE PURPLE STAMP: ""D/T 48"". a-ALBUM, b-h-DISCS."
HSTR    4946,,,,,PROLOGUE RECORDS,,,,"FIVE COMPOSITIONS BY SAMUEL KAYLIN LUNDBERG, TRILBY (PIANO). DAVID FRISINA (VIOLIN). SALLI TERRI (ALTO). PROLOGUE DL-101 AND DL-102. 33 RPM. PINK AND WHITE JACKET WITH PHOTOS OF MS. LUNDBERG. a-DISC, b-JACKET. JACKET TOP AND BOTTOM TORN APART."
HSTR    4947,,,,,ARTISTS RECORDING CORP.,12/ 1/1955,,,"AVE MARIA CHRISTENKO, VLADIMIR (VIOLIN). ARTISTS RECORDING CORPORATION. 78 RPM. BLUE SPINE. SILVER AND WHITE STRIPED COVER. INSCRIBED INSIDE: ""TO DEAR HARRY TRUMAN/FROM 'D.P.'/1955"". a-DISC, b-ALBUM. WHITE FILM ON DISC."
HSTR    4948,,,,,RCA VICTOR,,,,"GILBERT & SULLIVAN: H.M.S. PINAFORE CHORUS AND ORCHESTRA. CARTE, RUPERT D'OYLY (DIRECTOR). RCA VICTOR DC-13. NO RPM. GREEN SPINE. GREEN TEXTURED COVER. PROGRAM GLUED TO FIRST SLEEVE. a-ALBUM, b-j-DISCS, k-PROGRAM."
HSTR    4949,,,,,RCA VICTOR,,,,"CHOPIN WORKS VARIOUS ARTISTS. RCA VICTOR, VARIOUS RECORDING NUMBERS. NO RPM. UNMARKED BROWN ALBUM. MANY MISMATCHED RECORDS. a-ALBUM, b-t-DISCS. CONTAINED #4950 (RECORD). SEE CATALOG FOLDER."
HSTR    4951,,,,,RCA VICTOR,,,,"FERRUCCIO TAGLIAVINI SINGS OPERATIC ARIAS. TAGLIAVINI, FERRUCCIO (TENOR). DORATI, ANTAL (CONDUCTOR). RCA VICTOR MO 1191. UNKNOWN RPM. PHOTO OF MAN ON COVER. COVER IS YELLOW, BROWN, AND WHITE. BLUE CLOTH SPINE. 2 DISCS. a-ALBUM, b-c-DISCS. EDGES AND CORNERS WORN."
HSTR    4952,,,,,CETRA SORIA,04/29/1949,,,"EARLY ITALIAN PIANO MUSIC.
FRANCESCHI, VERA (PIANIST).
CETRA CB 20374. UNKNOWN RPM.
IN INK INSIDE FRONT COVER: ""TO PRESIDENT TRUMAN, THE WORLD'S/BEST KNOWN PIANIST./WITH ADMIRATION--/VERA FRANCESCHI/APRIL 29-49. WASHINGTON D.C."". ON LABEL ON SLEEVE OF b: ""THE DISC SHOP/...WASHINGTON, D.C."". a-ALBUM, b-DISC. SPINE SPLIT AT TOP."
HSTR    4953,,,,,VICTOR TALKING MACHINE CO.,1908,,,"VARIOUS TITLES VARIOUS ARTISTS. VICTROLA LABEL. NO RPM. PURPLE BINDER WITH BRASS FITTINGS. EMBOSSED ""HIS MASTER'S VOICE"" LOGO. a-ALBUM, b-j-DISCS. SEE CATALOG FOLDER. SLEEVE SEPARATING FROM SPINE."
HSTR    4954,,,,,GENNETT RECORDS,05/ 4/1949,,,"STEPHEN FOSTER MELODIES. U.S. MARINE BAND. GUZMAN, LUIS (ARR.). TAYLOR BRANSON (CONDUCTOR). GENNETT RECORDS. UNKNOWN RPM. IN PENCIL ON COVER: ""ACK'D 5/4/49/H.S.T."". a-ALBUM, b-d-DISCS. COVER SMUDGED. CORNERS WORN."
HSTR    4955,,,,,,1945,,,"VARIOUS TITLES. VARIOUS ARTISTS. MAROON. LEATHER TEXTURED. PAPER COVERS. INSIDE FRONT COVER, INKED RECORD NUMBERS, TITLES, AND ARTISTS. DO NOT CORRESPOND TO DISCS. SLEEVES INKED WITH ROMAN NUMERALS I-XII. a-ALBUM, b-j-DISCS. SEE CATALOG FOLDER. j IS CRACKED. SPINE SEPARATED FROM SLEEVES. LABELS SEPARATED FROM e, g, h, AND j."
HSTR    4956,,,,,RCA VICTOR,1945,,,"OPERA SONGS VARIOUS ARTISTS. RCA VICTOR, VARIOUS RECORDING NUMBERS. NO RPM. MAROON FAUX LEATHER COVER. SPINE HAS BLACK ""II"". SEE CATALOG FOLDER. a-ALBUM, b-k-DISCS."
HSTR    4957,,,,,RCA VICTOR,,,,"WAGNER: ARIAS FROM PARSIFAL AND LOHENGRIN. MELCHIOR, LAURITZ (TENOR) WITH THE PHILADELPHIA ORCHESTRA. ORMANDY, EUGENE (CONDUCTOR). VICTOR SET M-516. UNKNOWN RPM. GREY COVER. GREEN CLOTH SPINE. 2 DISCS. a-ALBUM, b-c-DISCS. CONTAINED #4958 (PROGRAM). SEE CATALOG FOLDER. YELLOWED AT EDGES. EDGES AND CORNERS WORN."
HSTR    4959,,,,,NELSON CORNELL CUSTOM RECORD,1950,,,"LAFAYETTE COLLEGE CHOIR LAFAYETTE COLLEGE CHOIR WITH ORCHESTRA. RAYMOND, JOHN D. (DIRECTOR). NELSON CORNELL CUSTOM RECORDS CA401-406. RED SPINE. MAROON AND WHITE COVER WITH COLLEGE SEAL AND PHOTO OF STATUE. a-ALBUM, b-d-DISCS."
HSTR    4960,,,,,NEW ENGLAND TRANSCRIPTION,1950,,,"VARSITY GLEE CLUB OF PURDUE UNIVERSITY. PURDUE GLEE CLUB WITH WILLIAM E. LUHMAN (ACCOMPANIST). STEWART, ALBERT P. (DIRECTOR AND CONDUCTOR). NEW ENGLAND TRANSCRIPTION SERVICE QC 8636- 8639. UNKNOWN RPM. BLACK COVER AND BLACK CLOTH SPINE. GILT PRINT ON COVER. D-ALBUM, b-d-DISCS. CONTAINED #4961 (HANDBILL) AND #4962 (PRINT, PHOTOGRAPHIC). CORNERS AND EDGES WORN."
HSTR    4963,,,,,RCA VICTOR,,,,"STRAUSS: TILL EULENSPIEGEL'S MERRY PRANKS BOSTON SYMPHONY ORCHESTRA. KOUSSEVITZKY, SERGE (CONDUCTOR). RCA VICTOR DV-1. NO RPM. BLUE SPINE. ORANGE COVER WITH REARING HORSE. a-ALBUM, b-c-DISCS. CARDBOARD PAD. COVER WARPED."
HSTR    4964,,,,,COLUMBIA RECORDS,1952,,,"STRAUSS: ONE NIGHT IN VENICE VIENNA SYMPHONY ORCHESTRA, WITH SOLOISTS. PAULIK, ANTON (CONDUCTOR). COLUMBIA MASTERWORKS SL-119. NO RPM. BLACK SPINE. BLUE, YELLOW AND BLACK COVER. a-ALBUM, b-PROGRAM, c-d-DISCS."
HSTR    4965,,,,,COLUMBIA RECORDS,1947,,,"HANDEL: THE MESSIAH (VOLUMES I & II) LIVERPOOL PHILHARMONIC ORCHESTRA. HUDDERSFIELD CHORAL SOCIETY, WITH SOLISTS. SARGENT, SIR MALCOLM (CONDUCTOR). COLUMBIA MASTERWORKS MM-666. NO RPM. RED BOX. BLACK AND SILVER SPINES. SILVER COVERS. a-BOX, b-ALBUM, c-PROGRAM, d-l-DISCS, m-PAD, n-ALBUM, o-x-DISCS, y-PAD. BOX CORNERS SPLITTING."
HSTR    4966,,,,,RCA VICTOR,,,,"SONG PROGRAM BY JAMES MELTON, A MELTON, JAMES (TENOR) WITH ROBERT HILL (PIANO). RCA VICTOR M947. BROWN COVER WITH BROWN CLOTH SPINE. PHOTO OF MAN ON COVER. 3 DISCS.  a-ALBUM, b-d-DISCS. DISCS EACH HAVE A PIECE CHIPPED OFF. FOUND BROKEN 15NOV1991."
HSTR    4967,,,,,RCA VICTOR,,,,"SHOW BIZ. JESSEL, GEORGE (NARRATOR). RCA VICTOR LOC-1011. 33.3 RPM. BLACK, ORANGE, YELLOW AND WHITE COVER. NO SLEEVE.  a-JACKET, b-DISC. PAPER YELLOWED."
HSTR    4968,,,,,RCA VICTOR,02/25/1953,,,"HOROWITZ: THE 25TH ANNIVERSARY OF HIS AMERICAN DEBUT. HOROWITZ, VLADIMIR (PIANIST). RECORDING OF CARNEGIE HALL RECITAL, FEBRUARY 25, 1953. RCA VICTOR LM-6014. 33.3 RPM. 2 DISCS IN BLACK HINGED BOX. PHOTO OF HOROWITZ ON COVER. DATE ON #4969 IS 25FEB1953. a-BOX, b-c-DISCS, d-CARDBOARD INSERT. CONTAINED #4969 (PROGRAM). SEE CATALOG FOLDER. LARGE SMEAR AT TC OF COVER."
HSTR    4970,,,,,COLUMBIA RECORDS,1949,,,"HANDEL: THE MESSIAH LIVERPOOL PHILHARMONIC ORCHESTRA. HUDDERSFIELD CHORAL SOCIETY, WITH SOLOISTS. SARGENT, SIR MALCOLM (CONDUCTOR). COLUMBIA MASTERWORKS SL-151. NO RPM. BLACK SPINE, BLUE AND SILVER COVER. PARTS g AND h ARE GREETING CARDS FROM PAULINE BLADES TO HST. a-ALBUM, b-d-DISCS, e-f-PADS, g-h-CARDS."
HSTR    4971,,,,,RCA VICTOR,,,,"WAGNER: PARSIFAL, ACT II DUET. FLAGSTAD, KIRSTEN (SOPRANO) AND LAURITZ MELCHIOR (TENOR) WITH THE VICTOR SYMPHONY ORCH. MCARTHUR, EDWIN (CONDUCTOR). VICTOR DM 755. ON STICKER INSIDE FRONT COVER: ""THE/DISC/SHOP/ 1627/CONNECTICUT/AVENUE"". a-ALBUM, b-e-DISCS, f-g-CARDBOARD INSERTS. CONTAINED #4972 (PROGRAM). SEE CATALOG FOLDER. EDGES AND CORNERS WORN. YELLOWED."
HSTR    4973,,,,,VICTOR RECORDS,,,,"GOUNOD: FAUST, VOLUME I. SOLOISTS, CHORUS, AND ORCHESTRA OF L'OPERA, PARIS. BUSSER, HENRI (CONDUCTOR). VICTOR DM-105. UNKNOWN RPM. 10 DISCS AND PROGRAM. GREY COVER WITH RED CLOTH SPINE. a-ALBUM, b-PROGRAM, c-l-DISCS. GOES WITH #4974 (VOLUME II). EDGES AND CORNERS WORN."
HSTR    4974,,,,,VICTOR RECORDS,,,,"GOUNOD: FAUST, VOLUME II. SOLOISTS, CHORUS AND ORCHESTRA OF L'OPERA, PARIS. BUSSER, HENRI (CONDUCTOR). VICTOR DM-105. UNKNOWN RPM. 10 DISCS. GREY COVER WITH RED CLOTH SPINE. a-ALBUM, b-k-DISCS. GOES WITH #4973 (VOLUME I). EDGES AND CORNERS WORN. PAPER YELLOWED."
HSTR    4975,,,,,COLUMBIA RECORDS,1948,,,"I CAN HEAR IT NOW (1933-1945) MURROW, EDWARD R. (NARRATOR). VARIOUS WORLD LEADERS AND PERSONALITIES. COLUMBIA MASTERWORKS MM-800. NO RPM. BLACK SPINE. BLUE COVER WITH PHOTOS OF FAMOUS PEOPLE. a-ALBUM, b-f-DISCS, g-PAD."
HSTR    4976,,,,,COLUMBIA RECORDS,05/8/1948,,,"PUCCINI: LA BOHEME (VOLUMES I & II) 
METROPOLITAN OPERA ASSOCIATION CHORUS AND ORCHESTRA, WITH SOLOISTS. ANTONICELLI, GIUSEPPE (CONDUCTOR). COLUMBIA MASTERWORKS MOP-27. NO RPM. GREEN, YELLOW AND WHITE STRIPE BOX. BROWN SPINES, ORANGE COVERS. VOLUME II INSCRIBED: ""MR. PRESIDENT/HAPPY BIRTHDAY/BILL HILLMAN/MAY 8, '48"". a-BOX, b-ALBUM, c-i-DISCS, j-ALBUM, k-p-DISCS. CONTAINED #4977 (PROGRAM). BOX CORNERS ARE RAGGED."
HSTR    5038,,,,,VICTOR TALKING MACHINE CO.,1918,,,"VARIOUS TITLES VARIOUS ARTISTS. VICTOR TALKING MACHINE COMPANY. VARIOUS RECORDING CODE NUMBERS. UNKNOWN RPM. PURPLE CLOTH COVERED BINDER WITH BRASS INTERIOR FITTINGS. ""HIS MASTER'S VOICE"" LOGO. a-BINDER, b-l-DISKS, m-v-SLEEVES. SEE CATALOG FOLDER. ALL SLEEVES SEPARATED FROM BINDER. DISKS STORED SEPARATELY."
HSTR    5039,,,,,SIGNATURE RECORDING CORP.,03/19/1949,,,"LIBERACE AND HIS PRICELESS PIANO
LIBERACE (PIANO).
COVER INSCRIBED: ""TO PRESIDENT/TRUMAN/FROM A FELLOW/ PIANIST/ LIBERACE"". BLACK SPINE, ORANGE COVER. MORE INSCRIPTION WITH PUBLICITY PHOTO INSIDE COVER. a-ALBUM, b-d-DISCS. SEE CATALOG FOLDER."
HSTR    5040,,,,,SIGNATURE RECORDING CORP.,03/19/1949,,,"LIBERACE AND HIS PRICELESS PIANO
LIBERACE (PIANO).
COVER INSCRIBED: ""TO MARGARET TRUMAN/FROM YOUR/ ADMIRER/ LIBERACE"". BLACK SPINE, ORANGE COVER. PUBLICITY PHOTO INSIDE COVER. a-ALBUM, b-d-DISCS. SEE CATALOG FOLDER."
HSTR    5041,,,,,COLUMBIA RECORDS,,,,"STUDENT PRINCE - EXCERPTS STEVENS, RISE (MEZZO-SOPRANO), NELSON EDDY (BARITONE) WITH CHORUS AND ORCHESTRA. ARMBRUSTER, ROBERT (CONDUCTOR). COLUMBIA MASTERWORKS MM-724. NO RPM. BLACK SPINE, BLUE COVER. GREEN DISC LABELS. FIRST SLEEVE HAS PENCILED: ""3.75"". a-ALBUM, b-d-DISCS, e-PAD."
HSTR    5042,,,,,RCA VICTOR,,,,"THRILL OF A ROMANCE - SELECTIONS MELCHIOR, LAURITZ (TENOR) WITH ORCHESTRA AND CHORUS. RCA VICTOR M-990. NO RPM. BROWN SPINE, YELLOW COVER. PENCILED INSIDE COVER: ""2.95/MARGARET/TRUMAN"". a-ALBUM, b-d-DISCS, e-PAD."
HSTR    5043,,,,,DECCA RECORDS,1945,,,"DESERT SONG - SELECTIONS CARLISLE, KITTY, WITH WILBUR EVANS AND FELIX KNIGHT (VOCALS) WITH CHORUS AND ORCHESTRA. VAN GROVE, ISAAC (DIRECTOR). DECCA DA-370. NO RPM. BROWN SPINE. ORANGE AND YELLOW COVER. a-ALBUM, b-f-DISCS. CONTAINS #5045 (RECORD). CONTAINED #5044 (PROGRAM)."
HSTR    5045,,,,,DECCA RECORDS,,,,"JALOUSIE / BEAT OUT DAT RHYTHM ON A DRUM CARLISLE, KITTY (VOCAL) WITH ORCHESTRA. MORGAN, RUSS (DIRECTOR). DECCA 23542. NO RPM. BROWN ""DECCA"" SLEEVE WITH SMALL ""FOR DEFENSE/BUY/.../BONDS"". BLACK DISC LABELS. a-DISC, b-SLEEVE. FOUND IN #5043 (ALBUM)."
HSTR    5046,,,,,SONORA RADIO & TELEVISION,,,,"CHRISTMAS CAROLS SONORA CHORISTERS (CHOIR). MOTT, EUGENE (DIRECTOR). SONORA MS-473. NO RPM. BLACK SPINE. GREEN, RED AND BLUE COVER. a-ALBUM, b-d-DISCS."
HSTR    5047,,,,,COLUMBIA RECORDS,,,,"CHOCOLATE SOLDIER, THE STEVENS, RISE (MEZZO-SOPRANO) AND NELSON EDDY (BARITONE) WITH ORCHESTRA. ARMBRUSTER, ROBERT (CONDUCTOR). COLUMBIA MASTERWORKS M-482. NO RPM. BLACK SPINE. BROWN AND YELLOW COVER WITH PHOTO OF STEVENS AND ARNOLD. a-ALBUM, b-d-DISCS, e-SLEEVE."
HSTR    5048,,,,,RCA VICTOR,,,,"TWO SISTERS FROM BOSTON. MELCHIOR, LAURITZ (TENOR) WITH ORCHESTRA AND CHORUS. PREVIN, CHARLES (CONDUCTOR). RCA VICTOR DM 1056. UNKNOWN RPM. BLUE AND BROWN COVER WITH PHOTO OF A MAN AND A DOG. a-ALBUM, b-d-DISCS, e-f-CARDBOARD INSERTS. SEVERAL SMALL ACCRETIONS ON COVERS. EDGES AND CORNERS WORN."
HSTR    5049,,,,,COLUMBIA RECORDS,,,,"LILY PONS PROGRAM. PONS, LILY (SOPRANO). CIMARA, PIETRO AND MAURICE ABRAVANEL (CONDUCTORS). COLUMBIA M-582. UNKNOWN RPM. GREY COVER WITH BLACK CLOTH SPINE. a-ALBUM, b-d-DISCS. SLEEVES DETACHED FROM SPINE. SLEEVES FADED. EDGES AND CORNERS WORN."
HSTR    5050,,,,,RCA VICTOR,,,,"FRENCH OPERATIC ARIAS. TEYTE, MAGGIE (SOPRANO) WITH THE RCA VICTOR ORCHESTRA. MOREL, JEAN PAUL (CONDUCTOR). RCA VICTOR MO 1169. UNKNOWN RPM. PURPLE COVER. BLUE CLOTH SPINE. ON STICKER ON FIRST SLEEVE: ""THE DISC SHOP/1018 CONNECTICUT AVE./WASHINGTON, D.C."". a-ALBUM, b-d-DISCS, e-CARDBOARD INSERT. EDGES AND CORNERS WORN. e FADED ALONG TOP EDGE."
HSTR    5051,,,,,APOLLO RECORDS,1948,,,"CY WALTER...AT THE DRAKE ROOM PIANO.
WALTER, CY (PIANIST).
APOLLO ALBUM A-14. UNKNOWN RPM.
IN INK ON SLEEVE OF b: ""TO MARGARET TRUMAN/WITH ALL BEST WISHES/CY WALTER"". ""COPYRIGHT 1948"" PRINTED AT BC INSIDE FRONT COVER. a-ALBUM, b-d- DISCS. YELLOWED. EDGES AND CORNERS WORN."
HSTR    5052,,,,,RCA VICTOR,03/12/1949,,,"ROMBERG: UP IN CENTRAL PARK.
MACDONALD, JEANETTE (SOPRANO). ROBERT RUSSELL (CONDUCTOR).
VICTOR M-991. UNKNOWN RPM. ON SLEEVE OF b: ""TO PRESIDENT TRUMAN/ WITH MY SINCEREST THANKS/FOR A WONDERFUL HALF HOUR/SIGMUND ROMBERG/WASHINGTON D.C./MARCH 12/49"". a-ALBUM, b-d-DISCS, e-CARDBOARD INSERT. EDGES AND CORNERS WORN."
HSTR    5053,,,,,DECCA RECORDS,1943,,,"OKLAHOMA! SELECTIONS (RODGERS AND HAMMERSTEIN). MEMBERS OF THE ORIGINAL NEW YORK PRODUCTION. BLACKTON, JAY (CONDUCTOR). DECCA DA 359. UNKNOWN RPM. BLACK AND WHITE PHOTO OF CAST ON COVER. RED CLOTH SPINE. ONE SLEEVE EMPTY. a-ALBUM, b-f-DISCS. CONTAINED #5054 (PROGRAM). EDGES AND CORNERS WORN."
HSTR    5055,,,,,DECCA RECORDS,1943,,,"OKLAHOMA! SELECTIONS (RODGER AND HAMMERSTEIN). MEMBERS OF THE ORIGINAL NEW YORK PRODUCTION. BLACKTON, JAY (CONDUCTOR). DECCA DA 359. UNKNOWN RPM. BLACK AND WHITE PHOTO OF CAST ON STAGE ON COVER. RED CLOTH SPINE. SEE CATALOG FOLDER. a-ALBUM, b-g-DISCS. CONTAINED #5056 (PROGRAM) AND #5057-5058 (CATALOGS). RDGES AND CORNERS WORN."
HSTR    5067,,,,,RCA VICTOR,,,,"TREASURY OF IMMORTAL PERFORMANCES: COLUMBO, CROSBY, SINATRA SINATRA, FRANK, RUSS COLUMBO AND BING CROSBY (VOCALS). RCA VICTOR HERITAGE SERIES, WPT-5. 45 RPM. GREEN AND SILVER BOX. a-BOX, b-PROGRAM, c-e-DISCS, f-h-SLEEVES."
HSTR    5068,,,,,RCA VICTOR,,,,"TREASURY OF IMMORTAL PERFORMANCES: COMPOSERS' FAVORITE INTERPRETATIONS VARIOUS ARTISTS. RCA VICTOR WCT 5. FOUR 45 RPM DISCS IN A HINGED BOX. BLUE AND GOLD COVER. 2-PG. PROGRAM. RED DISCS. a-BOX, b-e-DISCS, f-i-SLEEVES, j-PROGRAM. SEE CATALOG FOLDER. EDGES AND CORNERS WORN."
HSTR    5069,,,,,RCA VICTOR,,,,"RACHMANINOFF: RHAPSODY ON A THEME OF PAGANINI, OP.43 RUBINSTEIN, ARTUR (PIANO). PHILHARMONIA ORCHESTRA. SUSSKIND, WALTER (CONDUCTOR). RCA VICTOR WDM-1269. 45 RPM. BLACK BOX. YELLOW AND WHITE COVER. a-BOX, b-d-DISCS, e-g-SLEEVES."
HSTR    5070,,,,,RCA VICTOR,,,,"BEETHOVEN: SONATA IN C-SHARP MINOR, OP.27, NO.2 ""MOONLIGHT"" HOROWITZ, VLADIMIR (PIANO). RCA VICTOR WDM-115. 45 RPM. BLACK BOX. BLUE, BLACK AND YELLOW COVER. a-BOX, b-PROGRAM, c-d-DISCS, e-f-SLEEVES."
HSTR    5071,,,,,RCA VICTOR,,,,"TREASURY OF IMMORTAL PERFORMANCES: MAGIC STRINGS VARIOUS ARTISTS. RCA VICTOR WCT-3. 45 RPM. GREEN AND GOLD BOX. a-BOX, b-PROGRAM, c-e-DISCS, f-h-SLEEVES. SEE CATALOG FOLDER."
HSTR    5072,,,,,RCA VICTOR,,,,"CHOPIN: CONCERTO NO.2 IN F MINOR, OP.21 RUBINSTEIN, ARTUR (PIANO). NBC SYMPHONY ORCHESTRA. STEINBERG, WILLIAM (CONDUCTOR). RCA VICTOR WDM-1012. 45 RPM. BLACK BOX. GREEN AND RED COVER. a-BOX, b-e-DISCS, f-i-SLEEVES."
HSTR    5073,,,,,RCA VICTOR,,,,"SCHUBERT: SYMPHONY NO.9, IN C NBC SYMPHONY ORCHESTRA. TOSCANINI, ARTURO (CONDUCTOR). RCA VICTOR WDM-1167. 45 RPM. BLACK BOX. BLUE, RED AND YELLOW COVER. a-BOX, b-PROGRAM, c-h-DISCS, i-n-SLEEVES."
